Amount,Stage,CloseDate,RecurringDonationInstallmentPeriod,RecurringDonationInstallmentAmount,RecurringDonationLastDonationDate,NSFID,FirstGiftDate,LastGiftDate,LastGiftAmount,Region,BillingState,
$10.00,Closed Won,3/19/2019,Monthly,$10.00,4/19/2019,NSF-11671,1/19/2019,4/19/2019,$10.00,South West,CA,
$30.00,Closed Won,9/26/2015,Monthly,$30.00,12/26/2015,NSF-85030,12/28/2011,8/12/2018,$40.00,South West,CA,
$30.00,Closed Won,10/26/2015,Monthly,$30.00,12/26/2015,NSF-85030,12/28/2011,8/12/2018,$40.00,South West,CA,
$30.00,Closed Won,7/26/2015,Monthly,$30.00,12/26/2015,NSF-85030,12/28/2011,8/12/2018,$40.00,South West,CA,
$30.00,Closed Won,4/26/2015,Monthly,$30.00,12/26/2015,NSF-85030,12/28/2011,8/12/2018,$40.00,South West,CA,
$30.00,Closed Won,5/26/2015,Monthly,$30.00,12/26/2015,NSF-85030,12/28/2011,8/12/2018,$40.00,South West,CA,
$30.00,Closed Won,3/26/2015,Monthly,$30.00,12/26/2015,NSF-85030,12/28/2011,8/12/2018,$40.00,South West,CA,
$30.00,Closed Won,2/26/2015,Monthly,$30.00,12/26/2015,NSF-85030,12/28/2011,8/12/2018,$40.00,South West,CA,
$30.00,Closed Won,8/26/2015,Monthly,$30.00,12/26/2015,NSF-85030,12/28/2011,8/12/2018,$40.00,South West,CA,
$30.00,Closed Won,6/26/2015,Monthly,$30.00,12/26/2015,NSF-85030,12/28/2011,8/12/2018,$40.00,South West,CA,
$30.00,Closed Won,11/26/2015,Monthly,$30.00,12/26/2015,NSF-85030,12/28/2011,8/12/2018,$40.00,South West,CA,
$30.00,Closed Won,12/26/2015,Monthly,$30.00,12/26/2015,NSF-85030,12/28/2011,8/12/2018,$40.00,South West,CA,
$30.00,Closed Won,1/12/2016,Monthly,$30.00,1/26/2016,NSF-85030,12/28/2011,8/12/2018,$40.00,South West,CA,
$30.00,Closed Won,1/19/2016,Monthly,$30.00,1/26/2016,NSF-85030,12/28/2011,8/12/2018,$40.00,South West,CA,
$30.00,Closed Won,1/26/2016,Monthly,$30.00,1/26/2016,NSF-85030,12/28/2011,8/12/2018,$40.00,South West,CA,
$30.00,Closed Won,1/5/2016,Monthly,$30.00,1/26/2016,NSF-85030,12/28/2011,8/12/2018,$40.00,South West,CA,
$25.00,Closed Won,12/1/2018,Monthly,$25.00,2/1/2019,NSF-44136,8/12/2009,10/9/2019,"$1,000.00",South West,CA,
$25.00,Closed Won,2/1/2019,Monthly,$25.00,2/1/2019,NSF-44136,8/12/2009,10/9/2019,"$1,000.00",South West,CA,
$25.00,Closed Won,1/1/2019,Monthly,$25.00,2/1/2019,NSF-44136,8/12/2009,10/9/2019,"$1,000.00",South West,CA,
$25.00,Closed Won,8/1/2018,Monthly,$25.00,2/1/2019,NSF-44136,8/12/2009,10/9/2019,"$1,000.00",South West,CA,
$25.00,Closed Won,9/1/2018,Monthly,$25.00,2/1/2019,NSF-44136,8/12/2009,10/9/2019,"$1,000.00",South West,CA,
$25.00,Closed Won,7/1/2018,Monthly,$25.00,2/1/2019,NSF-44136,8/12/2009,10/9/2019,"$1,000.00",South West,CA,
$25.00,Closed Won,6/1/2018,Monthly,$25.00,2/1/2019,NSF-44136,8/12/2009,10/9/2019,"$1,000.00",South West,CA,
$25.00,Closed Won,10/1/2018,Monthly,$25.00,2/1/2019,NSF-44136,8/12/2009,10/9/2019,"$1,000.00",South West,CA,
$25.00,Closed Won,11/1/2018,Monthly,$25.00,2/1/2019,NSF-44136,8/12/2009,10/9/2019,"$1,000.00",South West,CA,
$50.00,Closed Won,12/15/2015,Annually,$50.00,12/15/2016,NSF-42248,12/15/2014,12/15/2016,$50.00,South West,CA,
$50.00,Closed Won,12/15/2014,Annually,$50.00,12/15/2016,NSF-42248,12/15/2014,12/15/2016,$50.00,South West,CA,
$50.00,Closed Won,12/15/2016,Annually,$50.00,12/15/2016,NSF-42248,12/15/2014,12/15/2016,$50.00,South West,CA,
$20.00,Closed Won,2/1/2020,Monthly,$20.00,2/1/2020,NSF-82144,6/1/2018,3/7/2021,$20.00,South East,GA,
$20.00,Closed Won,10/1/2019,Monthly,$20.00,2/1/2020,NSF-82144,6/1/2018,3/7/2021,$20.00,South East,GA,
$20.00,Closed Won,9/1/2019,Monthly,$20.00,2/1/2020,NSF-82144,6/1/2018,3/7/2021,$20.00,South East,GA,
$20.00,Closed Won,1/1/2020,Monthly,$20.00,2/1/2020,NSF-82144,6/1/2018,3/7/2021,$20.00,South East,GA,
$20.00,Closed Won,11/1/2019,Monthly,$20.00,2/1/2020,NSF-82144,6/1/2018,3/7/2021,$20.00,South East,GA,
$20.00,Closed Won,12/1/2019,Monthly,$20.00,2/1/2020,NSF-82144,6/1/2018,3/7/2021,$20.00,South East,GA,
$20.00,Closed Won,8/1/2019,Monthly,$20.00,2/1/2020,NSF-82144,6/1/2018,3/7/2021,$20.00,South East,GA,
$20.00,Closed Won,7/1/2019,Monthly,$20.00,2/1/2020,NSF-82144,6/1/2018,3/7/2021,$20.00,South East,GA,
$20.00,Closed Won,4/1/2019,Monthly,$20.00,2/1/2020,NSF-82144,6/1/2018,3/7/2021,$20.00,South East,GA,
$20.00,Closed Won,6/1/2019,Monthly,$20.00,2/1/2020,NSF-82144,6/1/2018,3/7/2021,$20.00,South East,GA,
$20.00,Closed Won,5/1/2019,Monthly,$20.00,2/1/2020,NSF-82144,6/1/2018,3/7/2021,$20.00,South East,GA,
$20.00,Closed Won,11/1/2018,Monthly,$20.00,2/1/2020,NSF-82144,6/1/2018,3/7/2021,$20.00,South East,GA,
$20.00,Closed Won,10/1/2018,Monthly,$20.00,2/1/2020,NSF-82144,6/1/2018,3/7/2021,$20.00,South East,GA,
$20.00,Closed Won,6/1/2018,Monthly,$20.00,2/1/2020,NSF-82144,6/1/2018,3/7/2021,$20.00,South East,GA,
$20.00,Closed Won,7/1/2018,Monthly,$20.00,2/1/2020,NSF-82144,6/1/2018,3/7/2021,$20.00,South East,GA,
$20.00,Closed Won,9/1/2018,Monthly,$20.00,2/1/2020,NSF-82144,6/1/2018,3/7/2021,$20.00,South East,GA,
$20.00,Closed Won,8/1/2018,Monthly,$20.00,2/1/2020,NSF-82144,6/1/2018,3/7/2021,$20.00,South East,GA,
$20.00,Closed Won,1/1/2019,Monthly,$20.00,2/1/2020,NSF-82144,6/1/2018,3/7/2021,$20.00,South East,GA,
$20.00,Closed Won,2/1/2019,Monthly,$20.00,2/1/2020,NSF-82144,6/1/2018,3/7/2021,$20.00,South East,GA,
$20.00,Closed Won,3/1/2019,Monthly,$20.00,2/1/2020,NSF-82144,6/1/2018,3/7/2021,$20.00,South East,GA,
$20.00,Closed Won,12/1/2018,Monthly,$20.00,2/1/2020,NSF-82144,6/1/2018,3/7/2021,$20.00,South East,GA,
$10.00,Closed Won,5/20/2015,Monthly,$10.00,9/20/2016,NSF-12665,4/20/2015,3/8/2021,$20.00,South East,FL,
$10.00,Closed Won,4/20/2015,Monthly,$10.00,9/20/2016,NSF-12665,4/20/2015,3/8/2021,$20.00,South East,FL,
$10.00,Closed Won,8/20/2015,Monthly,$10.00,9/20/2016,NSF-12665,4/20/2015,3/8/2021,$20.00,South East,FL,
$10.00,Closed Won,7/20/2015,Monthly,$10.00,9/20/2016,NSF-12665,4/20/2015,3/8/2021,$20.00,South East,FL,
$10.00,Closed Won,6/20/2015,Monthly,$10.00,9/20/2016,NSF-12665,4/20/2015,3/8/2021,$20.00,South East,FL,
$10.00,Closed Won,10/20/2015,Monthly,$10.00,9/20/2016,NSF-12665,4/20/2015,3/8/2021,$20.00,South East,FL,
$10.00,Closed Won,9/20/2015,Monthly,$10.00,9/20/2016,NSF-12665,4/20/2015,3/8/2021,$20.00,South East,FL,
$10.00,Closed Won,2/20/2016,Monthly,$10.00,9/20/2016,NSF-12665,4/20/2015,3/8/2021,$20.00,South East,FL,
$10.00,Closed Won,3/20/2016,Monthly,$10.00,9/20/2016,NSF-12665,4/20/2015,3/8/2021,$20.00,South East,FL,
$10.00,Closed Won,1/20/2016,Monthly,$10.00,9/20/2016,NSF-12665,4/20/2015,3/8/2021,$20.00,South East,FL,
$10.00,Closed Won,11/20/2015,Monthly,$10.00,9/20/2016,NSF-12665,4/20/2015,3/8/2021,$20.00,South East,FL,
$10.00,Closed Won,12/20/2015,Monthly,$10.00,9/20/2016,NSF-12665,4/20/2015,3/8/2021,$20.00,South East,FL,
$10.00,Closed Won,9/20/2016,Monthly,$10.00,9/20/2016,NSF-12665,4/20/2015,3/8/2021,$20.00,South East,FL,
$10.00,Closed Won,8/20/2016,Monthly,$10.00,9/20/2016,NSF-12665,4/20/2015,3/8/2021,$20.00,South East,FL,
$10.00,Closed Won,5/20/2016,Monthly,$10.00,9/20/2016,NSF-12665,4/20/2015,3/8/2021,$20.00,South East,FL,
$10.00,Closed Won,6/20/2016,Monthly,$10.00,9/20/2016,NSF-12665,4/20/2015,3/8/2021,$20.00,South East,FL,
$10.00,Closed Won,7/20/2016,Monthly,$10.00,9/20/2016,NSF-12665,4/20/2015,3/8/2021,$20.00,South East,FL,
$10.00,Closed Won,4/20/2016,Monthly,$10.00,9/20/2016,NSF-12665,4/20/2015,3/8/2021,$20.00,South East,FL,
$20.00,Closed Won,2/8/2018,Monthly,$20.00,2/8/2020,NSF-12665,4/20/2015,3/8/2021,$20.00,South East,FL,
$20.00,Closed Won,3/8/2018,Monthly,$20.00,2/8/2020,NSF-12665,4/20/2015,3/8/2021,$20.00,South East,FL,
$20.00,Closed Won,4/8/2018,Monthly,$20.00,2/8/2020,NSF-12665,4/20/2015,3/8/2021,$20.00,South East,FL,
$20.00,Closed Won,5/8/2018,Monthly,$20.00,2/8/2020,NSF-12665,4/20/2015,3/8/2021,$20.00,South East,FL,
$20.00,Closed Won,12/8/2018,Monthly,$20.00,2/8/2020,NSF-12665,4/20/2015,3/8/2021,$20.00,South East,FL,
$20.00,Closed Won,1/8/2019,Monthly,$20.00,2/8/2020,NSF-12665,4/20/2015,3/8/2021,$20.00,South East,FL,
$20.00,Closed Won,2/8/2019,Monthly,$20.00,2/8/2020,NSF-12665,4/20/2015,3/8/2021,$20.00,South East,FL,
$20.00,Closed Won,6/8/2018,Monthly,$20.00,2/8/2020,NSF-12665,4/20/2015,3/8/2021,$20.00,South East,FL,
$20.00,Closed Won,7/8/2018,Monthly,$20.00,2/8/2020,NSF-12665,4/20/2015,3/8/2021,$20.00,South East,FL,
$20.00,Closed Won,8/8/2018,Monthly,$20.00,2/8/2020,NSF-12665,4/20/2015,3/8/2021,$20.00,South East,FL,
$20.00,Closed Won,9/8/2018,Monthly,$20.00,2/8/2020,NSF-12665,4/20/2015,3/8/2021,$20.00,South East,FL,
$20.00,Closed Won,10/8/2018,Monthly,$20.00,2/8/2020,NSF-12665,4/20/2015,3/8/2021,$20.00,South East,FL,
$20.00,Closed Won,11/8/2018,Monthly,$20.00,2/8/2020,NSF-12665,4/20/2015,3/8/2021,$20.00,South East,FL,
$20.00,Closed Won,3/8/2019,Monthly,$20.00,2/8/2020,NSF-12665,4/20/2015,3/8/2021,$20.00,South East,FL,
$20.00,Closed Won,4/8/2019,Monthly,$20.00,2/8/2020,NSF-12665,4/20/2015,3/8/2021,$20.00,South East,FL,
$20.00,Closed Won,6/8/2019,Monthly,$20.00,2/8/2020,NSF-12665,4/20/2015,3/8/2021,$20.00,South East,FL,
$20.00,Closed Won,5/8/2019,Monthly,$20.00,2/8/2020,NSF-12665,4/20/2015,3/8/2021,$20.00,South East,FL,
$20.00,Closed Won,8/8/2019,Monthly,$20.00,2/8/2020,NSF-12665,4/20/2015,3/8/2021,$20.00,South East,FL,
$20.00,Closed Won,7/8/2019,Monthly,$20.00,2/8/2020,NSF-12665,4/20/2015,3/8/2021,$20.00,South East,FL,
$20.00,Closed Won,11/8/2019,Monthly,$20.00,2/8/2020,NSF-12665,4/20/2015,3/8/2021,$20.00,South East,FL,
$20.00,Closed Won,12/8/2019,Monthly,$20.00,2/8/2020,NSF-12665,4/20/2015,3/8/2021,$20.00,South East,FL,
$20.00,Closed Won,10/8/2019,Monthly,$20.00,2/8/2020,NSF-12665,4/20/2015,3/8/2021,$20.00,South East,FL,
$20.00,Closed Won,9/8/2019,Monthly,$20.00,2/8/2020,NSF-12665,4/20/2015,3/8/2021,$20.00,South East,FL,
$20.00,Closed Won,1/8/2020,Monthly,$20.00,2/8/2020,NSF-12665,4/20/2015,3/8/2021,$20.00,South East,FL,
$20.00,Closed Won,2/8/2020,Monthly,$20.00,2/8/2020,NSF-12665,4/20/2015,3/8/2021,$20.00,South East,FL,
$100.00,Closed Won,2/1/2020,Monthly,$100.00,2/1/2020,NSF-33779,9/1/2018,3/1/2021,$100.00,South West,CA,
$100.00,Closed Won,1/1/2020,Monthly,$100.00,2/1/2020,NSF-33779,9/1/2018,3/1/2021,$100.00,South West,CA,
$100.00,Closed Won,11/1/2019,Monthly,$100.00,2/1/2020,NSF-33779,9/1/2018,3/1/2021,$100.00,South West,CA,
$100.00,Closed Won,12/1/2019,Monthly,$100.00,2/1/2020,NSF-33779,9/1/2018,3/1/2021,$100.00,South West,CA,
$100.00,Closed Won,10/1/2019,Monthly,$100.00,2/1/2020,NSF-33779,9/1/2018,3/1/2021,$100.00,South West,CA,
$100.00,Closed Won,9/1/2019,Monthly,$100.00,2/1/2020,NSF-33779,9/1/2018,3/1/2021,$100.00,South West,CA,
$100.00,Closed Won,7/1/2019,Monthly,$100.00,2/1/2020,NSF-33779,9/1/2018,3/1/2021,$100.00,South West,CA,
$100.00,Closed Won,8/1/2019,Monthly,$100.00,2/1/2020,NSF-33779,9/1/2018,3/1/2021,$100.00,South West,CA,
$100.00,Closed Won,5/1/2019,Monthly,$100.00,2/1/2020,NSF-33779,9/1/2018,3/1/2021,$100.00,South West,CA,
$100.00,Closed Won,6/1/2019,Monthly,$100.00,2/1/2020,NSF-33779,9/1/2018,3/1/2021,$100.00,South West,CA,
$100.00,Closed Won,4/1/2019,Monthly,$100.00,2/1/2020,NSF-33779,9/1/2018,3/1/2021,$100.00,South West,CA,
$100.00,Closed Won,1/1/2019,Monthly,$100.00,2/1/2020,NSF-33779,9/1/2018,3/1/2021,$100.00,South West,CA,
$100.00,Closed Won,3/1/2019,Monthly,$100.00,2/1/2020,NSF-33779,9/1/2018,3/1/2021,$100.00,South West,CA,
$100.00,Closed Won,2/1/2019,Monthly,$100.00,2/1/2020,NSF-33779,9/1/2018,3/1/2021,$100.00,South West,CA,
$100.00,Closed Won,12/1/2018,Monthly,$100.00,2/1/2020,NSF-33779,9/1/2018,3/1/2021,$100.00,South West,CA,
$100.00,Closed Won,9/1/2018,Monthly,$100.00,2/1/2020,NSF-33779,9/1/2018,3/1/2021,$100.00,South West,CA,
$100.00,Closed Won,10/1/2018,Monthly,$100.00,2/1/2020,NSF-33779,9/1/2018,3/1/2021,$100.00,South West,CA,
$100.00,Closed Won,11/1/2018,Monthly,$100.00,2/1/2020,NSF-33779,9/1/2018,3/1/2021,$100.00,South West,CA,
$100.00,Closed Won,7/3/2019,Monthly,$100.00,2/3/2020,NSF-48730,9/20/2012,3/3/2021,$100.00,,CA,
$100.00,Closed Won,8/3/2019,Monthly,$100.00,2/3/2020,NSF-48730,9/20/2012,3/3/2021,$100.00,,CA,
$100.00,Closed Won,4/3/2019,Monthly,$100.00,2/3/2020,NSF-48730,9/20/2012,3/3/2021,$100.00,,CA,
$100.00,Closed Won,5/3/2019,Monthly,$100.00,2/3/2020,NSF-48730,9/20/2012,3/3/2021,$100.00,,CA,
$100.00,Closed Won,6/3/2019,Monthly,$100.00,2/3/2020,NSF-48730,9/20/2012,3/3/2021,$100.00,,CA,
$100.00,Closed Won,11/3/2019,Monthly,$100.00,2/3/2020,NSF-48730,9/20/2012,3/3/2021,$100.00,,CA,
$100.00,Closed Won,12/3/2019,Monthly,$100.00,2/3/2020,NSF-48730,9/20/2012,3/3/2021,$100.00,,CA,
$100.00,Closed Won,1/3/2020,Monthly,$100.00,2/3/2020,NSF-48730,9/20/2012,3/3/2021,$100.00,,CA,
$100.00,Closed Won,9/3/2019,Monthly,$100.00,2/3/2020,NSF-48730,9/20/2012,3/3/2021,$100.00,,CA,
$100.00,Closed Won,10/3/2019,Monthly,$100.00,2/3/2020,NSF-48730,9/20/2012,3/3/2021,$100.00,,CA,
$100.00,Closed Won,11/3/2018,Monthly,$100.00,2/3/2020,NSF-48730,9/20/2012,3/3/2021,$100.00,,CA,
$100.00,Closed Won,1/3/2019,Monthly,$100.00,2/3/2020,NSF-48730,9/20/2012,3/3/2021,$100.00,,CA,
$100.00,Closed Won,3/3/2019,Monthly,$100.00,2/3/2020,NSF-48730,9/20/2012,3/3/2021,$100.00,,CA,
$100.00,Closed Won,2/3/2019,Monthly,$100.00,2/3/2020,NSF-48730,9/20/2012,3/3/2021,$100.00,,CA,
$100.00,Closed Won,12/3/2018,Monthly,$100.00,2/3/2020,NSF-48730,9/20/2012,3/3/2021,$100.00,,CA,
$100.00,Closed Won,2/3/2020,Monthly,$100.00,2/3/2020,NSF-48730,9/20/2012,3/3/2021,$100.00,,CA,
$25.00,Closed Won,8/16/2018,Monthly,$25.00,1/16/2020,NSF-33666,8/16/2018,12/16/2020,$25.00,South East,FL,
$25.00,Closed Won,9/16/2018,Monthly,$25.00,1/16/2020,NSF-33666,8/16/2018,12/16/2020,$25.00,South East,FL,
$25.00,Closed Won,10/16/2018,Monthly,$25.00,1/16/2020,NSF-33666,8/16/2018,12/16/2020,$25.00,South East,FL,
$25.00,Closed Won,11/16/2018,Monthly,$25.00,1/16/2020,NSF-33666,8/16/2018,12/16/2020,$25.00,South East,FL,
$25.00,Closed Won,12/16/2018,Monthly,$25.00,1/16/2020,NSF-33666,8/16/2018,12/16/2020,$25.00,South East,FL,
$25.00,Closed Won,1/16/2019,Monthly,$25.00,1/16/2020,NSF-33666,8/16/2018,12/16/2020,$25.00,South East,FL,
$25.00,Closed Won,2/16/2019,Monthly,$25.00,1/16/2020,NSF-33666,8/16/2018,12/16/2020,$25.00,South East,FL,
$25.00,Closed Won,5/16/2019,Monthly,$25.00,1/16/2020,NSF-33666,8/16/2018,12/16/2020,$25.00,South East,FL,
$25.00,Closed Won,3/16/2019,Monthly,$25.00,1/16/2020,NSF-33666,8/16/2018,12/16/2020,$25.00,South East,FL,
$25.00,Closed Won,4/16/2019,Monthly,$25.00,1/16/2020,NSF-33666,8/16/2018,12/16/2020,$25.00,South East,FL,
$25.00,Closed Won,7/16/2019,Monthly,$25.00,1/16/2020,NSF-33666,8/16/2018,12/16/2020,$25.00,South East,FL,
$25.00,Closed Won,6/16/2019,Monthly,$25.00,1/16/2020,NSF-33666,8/16/2018,12/16/2020,$25.00,South East,FL,
$25.00,Closed Won,8/16/2019,Monthly,$25.00,1/16/2020,NSF-33666,8/16/2018,12/16/2020,$25.00,South East,FL,
$25.00,Closed Won,12/16/2019,Monthly,$25.00,1/16/2020,NSF-33666,8/16/2018,12/16/2020,$25.00,South East,FL,
$25.00,Closed Won,11/16/2019,Monthly,$25.00,1/16/2020,NSF-33666,8/16/2018,12/16/2020,$25.00,South East,FL,
$25.00,Closed Won,10/16/2019,Monthly,$25.00,1/16/2020,NSF-33666,8/16/2018,12/16/2020,$25.00,South East,FL,
$25.00,Closed Won,9/16/2019,Monthly,$25.00,1/16/2020,NSF-33666,8/16/2018,12/16/2020,$25.00,South East,FL,
$25.00,Closed Won,1/16/2020,Monthly,$25.00,1/16/2020,NSF-33666,8/16/2018,12/16/2020,$25.00,South East,FL,
$30.00,Closed Won,5/20/2016,Monthly,$30.00,5/20/2016,NSF-67805,1/20/2015,8/9/2016,$60.00,South West,CA,
$30.00,Closed Won,4/20/2016,Monthly,$30.00,5/20/2016,NSF-67805,1/20/2015,8/9/2016,$60.00,South West,CA,
$30.00,Closed Won,11/20/2015,Monthly,$30.00,5/20/2016,NSF-67805,1/20/2015,8/9/2016,$60.00,South West,CA,
$30.00,Closed Won,12/20/2015,Monthly,$30.00,5/20/2016,NSF-67805,1/20/2015,8/9/2016,$60.00,South West,CA,
$30.00,Closed Won,1/20/2016,Monthly,$30.00,5/20/2016,NSF-67805,1/20/2015,8/9/2016,$60.00,South West,CA,
$30.00,Closed Won,2/20/2016,Monthly,$30.00,5/20/2016,NSF-67805,1/20/2015,8/9/2016,$60.00,South West,CA,
$30.00,Closed Won,3/20/2016,Monthly,$30.00,5/20/2016,NSF-67805,1/20/2015,8/9/2016,$60.00,South West,CA,
$30.00,Closed Won,9/20/2015,Monthly,$30.00,5/20/2016,NSF-67805,1/20/2015,8/9/2016,$60.00,South West,CA,
$30.00,Closed Won,10/20/2015,Monthly,$30.00,5/20/2016,NSF-67805,1/20/2015,8/9/2016,$60.00,South West,CA,
$30.00,Closed Won,6/20/2015,Monthly,$30.00,5/20/2016,NSF-67805,1/20/2015,8/9/2016,$60.00,South West,CA,
$30.00,Closed Won,7/20/2015,Monthly,$30.00,5/20/2016,NSF-67805,1/20/2015,8/9/2016,$60.00,South West,CA,
$30.00,Closed Won,8/20/2015,Monthly,$30.00,5/20/2016,NSF-67805,1/20/2015,8/9/2016,$60.00,South West,CA,
$30.00,Closed Won,5/20/2015,Monthly,$30.00,5/20/2016,NSF-67805,1/20/2015,8/9/2016,$60.00,South West,CA,
$30.00,Closed Won,3/20/2015,Monthly,$30.00,5/20/2016,NSF-67805,1/20/2015,8/9/2016,$60.00,South West,CA,
$30.00,Closed Won,4/20/2015,Monthly,$30.00,5/20/2016,NSF-67805,1/20/2015,8/9/2016,$60.00,South West,CA,
$30.00,Closed Won,1/20/2015,Monthly,$30.00,5/20/2016,NSF-67805,1/20/2015,8/9/2016,$60.00,South West,CA,
$30.00,Closed Won,2/20/2015,Monthly,$30.00,5/20/2016,NSF-67805,1/20/2015,8/9/2016,$60.00,South West,CA,
$50.00,Closed Won,2/20/2015,Monthly,$50.00,7/20/2015,NSF-58534,2/20/2015,7/20/2015,$50.00,South East,KY,
$50.00,Closed Won,4/20/2015,Monthly,$50.00,7/20/2015,NSF-58534,2/20/2015,7/20/2015,$50.00,South East,KY,
$50.00,Closed Won,3/20/2015,Monthly,$50.00,7/20/2015,NSF-58534,2/20/2015,7/20/2015,$50.00,South East,KY,
$50.00,Closed Won,5/20/2015,Monthly,$50.00,7/20/2015,NSF-58534,2/20/2015,7/20/2015,$50.00,South East,KY,
$50.00,Closed Won,6/20/2015,Monthly,$50.00,7/20/2015,NSF-58534,2/20/2015,7/20/2015,$50.00,South East,KY,
$50.00,Closed Won,7/20/2015,Monthly,$50.00,7/20/2015,NSF-58534,2/20/2015,7/20/2015,$50.00,South East,KY,
$20.00,Closed Won,11/29/2015,Monthly,$20.00,11/29/2016,NSF-25956,11/29/2015,7/25/2019,$50.00,South East,FL,
$20.00,Closed Won,1/29/2016,Monthly,$20.00,11/29/2016,NSF-25956,11/29/2015,7/25/2019,$50.00,South East,FL,
$20.00,Closed Won,12/29/2015,Monthly,$20.00,11/29/2016,NSF-25956,11/29/2015,7/25/2019,$50.00,South East,FL,
$20.00,Closed Won,2/29/2016,Monthly,$20.00,11/29/2016,NSF-25956,11/29/2015,7/25/2019,$50.00,South East,FL,
$20.00,Closed Won,8/29/2016,Monthly,$20.00,11/29/2016,NSF-25956,11/29/2015,7/25/2019,$50.00,South East,FL,
$20.00,Closed Won,9/29/2016,Monthly,$20.00,11/29/2016,NSF-25956,11/29/2015,7/25/2019,$50.00,South East,FL,
$20.00,Closed Won,10/29/2016,Monthly,$20.00,11/29/2016,NSF-25956,11/29/2015,7/25/2019,$50.00,South East,FL,
$20.00,Closed Won,11/29/2016,Monthly,$20.00,11/29/2016,NSF-25956,11/29/2015,7/25/2019,$50.00,South East,FL,
$20.00,Closed Won,6/29/2016,Monthly,$20.00,11/29/2016,NSF-25956,11/29/2015,7/25/2019,$50.00,South East,FL,
$20.00,Closed Won,7/29/2016,Monthly,$20.00,11/29/2016,NSF-25956,11/29/2015,7/25/2019,$50.00,South East,FL,
$20.00,Closed Won,5/29/2016,Monthly,$20.00,11/29/2016,NSF-25956,11/29/2015,7/25/2019,$50.00,South East,FL,
$20.00,Closed Won,4/29/2016,Monthly,$20.00,11/29/2016,NSF-25956,11/29/2015,7/25/2019,$50.00,South East,FL,
$20.00,Closed Won,3/29/2016,Monthly,$20.00,11/29/2016,NSF-25956,11/29/2015,7/25/2019,$50.00,South East,FL,
$50.00,Closed Won,3/8/2018,Monthly,$50.00,3/8/2018,NSF-88129,1/10/2017,9/2/2020,$20.00,South West,CA,
$50.00,Closed Won,4/8/2018,Monthly,$50.00,4/8/2018,NSF-88129,1/10/2017,9/2/2020,$20.00,South West,CA,
$20.00,Closed Won,3/15/2019,Monthly,$20.00,3/15/2019,NSF-88129,1/10/2017,9/2/2020,$20.00,South West,CA,
$25.00,Closed Won,5/16/2019,Monthly,$25.00,5/16/2019,NSF-88129,1/10/2017,9/2/2020,$20.00,South West,CA,
$25.00,Closed Won,11/8/2019,Monthly,$25.00,11/8/2019,NSF-88129,1/10/2017,9/2/2020,$20.00,South West,CA,
$50.00,Closed Won,7/1/2015,Monthly,$50.00,7/1/2016,NSF-55744,5/9/2013,3/2/2021,$50.00,South East,FL,
$50.00,Closed Won,8/1/2015,Monthly,$50.00,7/1/2016,NSF-55744,5/9/2013,3/2/2021,$50.00,South East,FL,
$50.00,Closed Won,9/1/2015,Monthly,$50.00,7/1/2016,NSF-55744,5/9/2013,3/2/2021,$50.00,South East,FL,
$50.00,Closed Won,10/1/2015,Monthly,$50.00,7/1/2016,NSF-55744,5/9/2013,3/2/2021,$50.00,South East,FL,
$50.00,Closed Won,11/1/2015,Monthly,$50.00,7/1/2016,NSF-55744,5/9/2013,3/2/2021,$50.00,South East,FL,
$50.00,Closed Won,5/1/2015,Monthly,$50.00,7/1/2016,NSF-55744,5/9/2013,3/2/2021,$50.00,South East,FL,
$50.00,Closed Won,6/1/2015,Monthly,$50.00,7/1/2016,NSF-55744,5/9/2013,3/2/2021,$50.00,South East,FL,
$50.00,Closed Won,4/1/2015,Monthly,$50.00,7/1/2016,NSF-55744,5/9/2013,3/2/2021,$50.00,South East,FL,
$50.00,Closed Won,3/1/2016,Monthly,$50.00,7/1/2016,NSF-55744,5/9/2013,3/2/2021,$50.00,South East,FL,
$50.00,Closed Won,12/1/2015,Monthly,$50.00,7/1/2016,NSF-55744,5/9/2013,3/2/2021,$50.00,South East,FL,
$50.00,Closed Won,2/1/2016,Monthly,$50.00,7/1/2016,NSF-55744,5/9/2013,3/2/2021,$50.00,South East,FL,
$50.00,Closed Won,1/1/2016,Monthly,$50.00,7/1/2016,NSF-55744,5/9/2013,3/2/2021,$50.00,South East,FL,
$50.00,Closed Won,7/1/2016,Monthly,$50.00,7/1/2016,NSF-55744,5/9/2013,3/2/2021,$50.00,South East,FL,
$50.00,Closed Won,6/1/2016,Monthly,$50.00,7/1/2016,NSF-55744,5/9/2013,3/2/2021,$50.00,South East,FL,
$50.00,Closed Won,5/1/2016,Monthly,$50.00,7/1/2016,NSF-55744,5/9/2013,3/2/2021,$50.00,South East,FL,
$50.00,Closed Won,4/1/2016,Monthly,$50.00,7/1/2016,NSF-55744,5/9/2013,3/2/2021,$50.00,South East,FL,
$50.00,Closed Won,3/2/2019,Monthly,$50.00,2/2/2020,NSF-55744,5/9/2013,3/2/2021,$50.00,South East,FL,
$50.00,Closed Won,2/2/2019,Monthly,$50.00,2/2/2020,NSF-55744,5/9/2013,3/2/2021,$50.00,South East,FL,
$50.00,Closed Won,8/2/2019,Monthly,$50.00,2/2/2020,NSF-55744,5/9/2013,3/2/2021,$50.00,South East,FL,
